token,sentence,idx,pos,event_id,label,simple_label
did,37,9,AUX,,0,0
manufacturers,37,10,NOUN,,0,0
",",37,11,PUNCT,,0,0
two,37,12,NUM,,0,0
areas,37,13,NOUN,,0,0
expected,37,14,VERB,e146,I_STATE,EVENT
to,38,0,PART,,0,0
be,38,1,AUX,,0,0
hardest,38,2,ADJ,,0,0
hit,38,3,NOUN,e148,OCCURRENCE,EVENT
when,38,4,ADV,,0,0
the,38,5,DET,,0,0
effects,38,6,NOUN,,0,0
of,38,7,ADP,,0,0
the,38,8,DET,,0,0
Asian,38,9,ADJ,,0,0
crisis,38,10,NOUN,,0,0
hit,38,11,NOUN,e151,OCCURRENCE,EVENT
the,38,12,DET,,0,0
American,38,13,ADJ,,0,0
economy,38,14,NOUN,,0,0
.,38,15,PUNCT,,0,0
The,39,0,DET,,0,0
major,39,1,ADJ,,0,0
harm,39,2,NOUN,e259,OCCURRENCE,EVENT
from,39,3,ADP,,0,0
Asia,39,4,PROPN,,0,0
is,39,5,AUX,,0,0
likely,39,6,ADJ,,0,0
to,39,7,PART,,0,0
come,39,8,VERB,,0,0
from,39,9,ADP,,0,0
the,39,10,DET,,0,0
plunge,39,11,PROPN,e155,OCCURRENCE,EVENT
in,39,12,ADP,,0,0
the,39,13,DET,,0,0
value,39,14,NOUN,,0,0
of,39,15,ADP,,0,0
many,39,16,ADJ,,0,0
Asian,39,17,ADJ,,0,0
currencies,39,18,NOUN,,0,0
relative,39,19,ADJ,,0,0
to,39,20,ADP,,0,0
the,39,21,DET,,0,0
dollar,39,22,NOUN,,0,0
",",39,23,PUNCT,,0,0
a,39,24,DET,,0,0
situation,39,25,NOUN,,0,0
that,39,26,DET,,0,0
is,39,27,AUX,,0,0
expected,39,28,NOUN,e160,I_STATE,EVENT
to,39,29,PART,,0,0
lead,39,30,VERB,e162,OCCURRENCE,EVENT
to,39,31,ADP,,0,0
a,39,32,DET,,0,0
surge,39,33,NOUN,e163,OCCURRENCE,EVENT
of,39,34,ADP,,0,0
inexpensive,39,35,ADJ,,0,0
imports,39,36,NOUN,,0,0
into,39,37,ADP,,0,0
the,39,38,DET,,0,0
United,39,39,PROPN,,0,0
States,39,40,PROPN,,0,0
",",39,41,PUNCT,,0,0
hurting,39,42,PROPN,e164,OCCURRENCE,EVENT
American,39,43,ADJ,,0,0
competitors,39,44,NOUN,,0,0
.,39,45,PUNCT,,0,0
And,40,0,CCONJ,,0,0
the,40,1,DET,,0,0
weakness,40,2,NOUN,e261,OCCURRENCE,EVENT
of,40,3,ADP,,0,0
the,40,4,DET,,0,0
Asian,40,5,ADJ,,0,0
economies,40,6,NOUN,,0,0
is,40,7,AUX,,0,0
also,40,8,ADV,,0,0
likely,40,9,ADJ,,0,0
to,40,10,PART,,0,0
lead,40,11,VERB,e166,OCCURRENCE,EVENT
to,40,12,PART,,0,0
decreased,40,13,VERB,,0,0
demand,40,14,NOUN,e167,OCCURRENCE,EVENT
for,40,15,ADP,,0,0
American,40,16,ADJ,,0,0
exports,40,17,NOUN,,0,0
.,40,18,PUNCT,,0,0
`,41,0,PUNCT,,0,0
`,41,1,PUNCT,,0,0
The,41,2,DET,,0,0
economy,41,3,NOUN,,0,0
has,41,4,AUX,,0,0
been,41,5,AUX,,0,0
running,41,6,ADJ,e168,OCCURRENCE,EVENT
on,41,7,ADP,,0,0
the,41,8,DET,,0,0
fumes,41,9,NOUN,,0,0
of,41,10,ADP,,0,0
the,41,11,DET,,0,0
strength,41,12,NOUN,,0,0
from,41,13,ADP,,0,0
before,41,14,ADP,,0,0
the,41,15,DET,,0,0
Asia,41,16,PROPN,,0,0
shock,41,17,NOUN,,0,0
",",41,18,PUNCT,,0,0
',41,19,PUNCT,,0,0
',41,20,PUNCT,,0,0
McCulley,41,21,PROPN,,0,0
said,41,22,NOUN,e169,REPORTING,EVENT
.,41,23,PUNCT,,0,0
`,42,0,PUNCT,,0,0
`,42,1,PUNCT,,0,0
Those,42,2,DET,,0,0
fumes,42,3,NOUN,,0,0
will,42,4,VERB,,0,0
exhaust,42,5,VERB,e171,OCCURRENCE,EVENT
themselves,42,6,PRON,,0,0
",",42,7,PUNCT,,0,0
and,42,8,CCONJ,,0,0
the,42,9,DET,,0,0
manufacturing,42,10,NOUN,,0,0
sector,42,11,NOUN,,0,0
is,42,12,AUX,,0,0
going,42,13,VERB,,0,0
to,42,14,PART,,0,0
start,42,15,VERB,e174,ASPECTUAL,EVENT
getting,42,16,VERB,,0,0
beat,42,17,PUNCT,e176,OCCURRENCE,EVENT
up,42,18,ADV,,0,0
in,42,19,ADP,,0,0
the,42,20,DET,,0,0
spring,42,21,NOUN,,0,0
.,42,22,PUNCT,,0,0
',42,23,PUNCT,,0,0
',42,24,PUNCT,,0,0
The,43,0,DET,,0,0
figures,43,1,NOUN,,0,0
showed,43,2,VERB,e178,OCCURRENCE,EVENT
the,43,3,DET,,0,0
unemployment,43,4,NOUN,,0,0
rate,43,5,NOUN,,0,0
for,43,6,ADP,,0,0
adult,43,7,NOUN,,0,0
men,43,8,NOUN,,0,0
declined,43,9,PROPN,e179,OCCURRENCE,EVENT
to,43,10,ADP,,0,0
3.8,43,11,NUM,,0,0
percent,43,12,NOUN,,0,0
last,43,13,ADJ,,0,0
month,43,14,NOUN,,0,0
from,43,15,ADP,,0,0
4.1,43,16,NUM,,0,0
percent,43,17,NOUN,,0,0
in,43,18,ADP,,0,0
December,43,19,PROPN,,0,0
",",43,20,PUNCT,,0,0
the,43,21,DET,,0,0
lowest,43,22,ADJ,,0,0
figure,43,23,NOUN,,0,0
for,43,24,ADP,,0,0
almost,43,25,ADV,,0,0
two,43,26,NUM,,0,0
decades,43,27,NOUN,,0,0
.,43,28,PUNCT,,0,0
The,44,0,DET,,0,0
rate,44,1,NOUN,,0,0
for,44,2,ADP,,0,0
adult,44,3,NOUN,,0,0
women,44,4,NOUN,,0,0
rose,44,5,PROPN,e181,OCCURRENCE,EVENT
0.4,44,6,NUM,,0,0
percent,44,7,NOUN,,0,0
",",44,8,PUNCT,,0,0
to,44,9,ADP,,0,0
4.4,44,10,NUM,,0,0
percent,44,11,NOUN,,0,0
.,44,12,PUNCT,,0,0
For,45,0,ADP,,0,0
the,45,1,DET,,0,0
first,45,2,ADJ,,0,0
time,45,3,NOUN,,0,0
",",45,4,PUNCT,,0,0
the,45,5,DET,,0,0
Labor,45,6,PROPN,,0,0
Department,45,7,PROPN,,0,0
broke,45,8,PROPN,e183,OCCURRENCE,EVENT
out,45,9,ADJ,,0,0
unemployment,45,10,NOUN,,0,0
by,45,11,ADP,,0,0
education,45,12,NOUN,,0,0
level,45,13,NOUN,,0,0
as,45,14,ADV,,0,0
well,45,15,ADV,,0,0
as,45,16,SCONJ,,0,0
gender,45,17,NOUN,,0,0
",",45,18,PUNCT,,0,0
age,45,19,NOUN,,0,0
and,45,20,CCONJ,,0,0
race,45,21,NOUN,,0,0
.,45,22,PUNCT,,0,0
The,46,0,DET,,0,0
analysis,46,1,NOUN,,0,0
showed,46,2,PUNCT,e186,OCCURRENCE,EVENT
unemployment,46,3,NOUN,,0,0
rates,46,4,NOUN,,0,0
dropped,46,5,VERB,e187,OCCURRENCE,EVENT
steadily,46,6,ADV,,0,0
with,46,7,ADP,,0,0
higher,46,8,ADJ,,0,0
levels,46,9,NOUN,,0,0
of,46,10,ADP,,0,0
education,46,11,NOUN,,0,0
.,46,12,PUNCT,,0,0
Among,47,0,ADP,,0,0
people,47,1,NOUN,,0,0
with,47,2,ADP,,0,0
less,47,3,ADJ,,0,0
than,47,4,SCONJ,,0,0
a,47,5,DET,,0,0
high,47,6,ADJ,,0,0
school,47,7,NOUN,,0,0
education,47,8,NOUN,,0,0
",",47,9,PUNCT,,0,0
the,47,10,DET,,0,0
rate,47,11,NOUN,e2162,OCCURRENCE,EVENT
in,47,12,ADP,,0,0
January,47,13,PROPN,,0,0
was,47,14,AUX,,0,0
7.2,47,15,NUM,,0,0
percent,47,16,NOUN,,0,0
.,47,17,PUNCT,,0,0
Among,48,0,ADP,,0,0
high,48,1,ADJ,,0,0
school,48,2,NOUN,,0,0
graduates,48,3,NOUN,,0,0
",",48,4,PUNCT,,0,0
the,48,5,DET,,0,0
rate,48,6,NOUN,,0,0
was,48,7,AUX,,0,0
3.9,48,8,NUM,,0,0
percent,48,9,NOUN,,0,0
",",48,10,PUNCT,,0,0
and,48,11,CCONJ,,0,0
college,48,12,NOUN,,0,0
graduates,48,13,NOUN,,0,0
",",48,14,PUNCT,,0,0
1.9,48,15,NUM,,0,0
percent,48,16,NOUN,,0,0
.,48,17,PUNCT,,0,0
